,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
2455,2015-01-31,35.27,113.39,618,468
2456,2015-02-01,35.27,113.39,618,468
2457,2015-02-02,35.26,113.38,493,468
2458,2015-02-03,35.23,113.35,340,568
2459,2015-02-04,35.19,113.32,340,568
2460,2015-02-05,35.16,113.29,340,568
2461,2015-02-06,35.14,113.27,466,568
2462,2015-02-07,35.12,113.25,466,568
2463,2015-02-08,35.09,113.22,340,568
2464,2015-02-09,35.05,113.19,340,568
2465,2015-02-10,35.02,113.16,340,568
2466,2015-02-11,34.67,112.84,366,4214
2467,2015-02-12,34.33,112.52,402,4204
2468,2015-02-13,33.96,112.17,323,4496
2469,2015-02-14,33.59,111.82,358,4481
2470,2015-02-15,33.22,111.46,268,4465
2471,2015-02-16,32.84,111.10,260,4457
2472,2015-02-17,33.51,111.74,323,4449
2473,2015-02-18,32.1,110.37,218,4434
2474,2015-02-19,31.72,110,210,4426
2475,2015-02-20,31.35,109.63,301,4418
2476,2015-02-21,30.98,109.26,286,4393
2477,2015-02-22,30.62,108.89,302,4390
2478,2015-02-23,30.25,108.51,254,4384
2479,2015-02-24,29.88,108.13,249,4379
2480,2015-02-25,29.52,107.75,306,4369
2481,2015-02-26,29.15,107.36,219,4358
2482,2015-02-27,28.78,106.97,217,4348
2483,2015-02-28,28.42,106.58,303,4342
2484,2015-03-01,28.06,106.19,298,4337
2485,2015-03-02,27.7,105.79,233,4326
2486,2015-03-03,27.65,105.74,278,465
2487,2015-03-04,27.62,105.70,183,465
2488,2015-03-05,27.58,105.66,183,465
2489,2015-03-06,27.55,105.62,183,465
2490,2015-03-07,27.52,105.59,287,465
2491,2015-03-08,27.49,105.56,287,465
2492,2015-03-09,27.46,105.53,287,465
2493,2015-03-10,27.44,105.50,287,465
2494,2015-03-11,27.42,105.48,389,463
2495,2015-03-12,27.39,105.45,282,460
2496,2015-03-13,27.21,105.25,388,2338
2497,2015-03-14,26.89,104.89,423,4013
2498,2015-03-15,26.57,104.52,380,4010
2499,2015-03-16,26.24,104.15,377,4007
2500,2015-03-17,25.91,103.77,337,4002
2501,2015-03-18,25.59,103.39,368,3996
2502,2015-03-19,25.25,103,266,3993
2503,2015-03-20,24.9,102.58,265,4190
2504,2015-03-21,24.55,102.16,262,4187
2505,2015-03-22,24.21,101.74,323,4187
2506,2015-03-23,23.86,101.32,358,4184
2507,2015-03-24,23.51,100.89,285,4181
2508,2015-03-25,23.17,100.45,266,4180
2509,2015-03-26,22.82,100.02,358,4180
2510,2015-03-27,22.48,99.57,268,4176
2511,2015-03-28,22.13,99.12,269,4173
2512,2015-03-29,21.78,98.66,256,4173
2513,2015-03-30,21.43,98.20,282,4172
2514,2015-03-31,21.08,97.73,255,4172
2515,2015-04-01,20.73,97.25,215,4171
2516,2015-04-02,20.38,96.76,223,4170
2517,2015-04-03,20.04,96.29,243,4170
2518,2015-04-04,19.82,95.98,253,1654
2519,2015-04-05,19.79,95.93,212,462
2520,2015-04-06,19.75,95.88,212,462
2521,2015-04-07,19.72,95.84,293,462
2522,2015-04-08,19.69,95.79,212,462
2523,2015-04-09,19.65,95.74,212,462
2524,2015-04-10,19.63,95.70,293,462
2525,2015-04-11,19.59,95.65,212,462
2526,2015-04-12,19.56,95.60,262,462
2527,2015-04-13,19.51,95.53,251,612
2528,2015-04-14,19.35,95.30,245,1943
2529,2015-04-15,18.99,94.78,279,4265
2530,2015-04-16,18.63,94.25,259,4262
2531,2015-04-17,18.28,93.72,315,4261
2532,2015-04-18,17.92,93.18,289,4260
2533,2015-04-19,17.57,92.63,294,4259
2534,2015-04-20,17.21,92.07,255,4259
2535,2015-04-21,16.85,91.50,281,4258
2536,2015-04-22,16.49,90.92,235,4254
2537,2015-04-23,16.14,90.33,263,4251
2538,2015-04-24,15.78,89.73,244,4250
2539,2015-04-25,15.42,89.12,241,4249
2540,2015-04-26,15.06,88.50,266,4247
2541,2015-04-27,14.71,87.87,246,4246
2542,2015-04-28,14.35,87.23,274,4245
2543,2015-04-29,14.0,86.58,283,4241
2544,2015-04-30,13.65,85.92,273,4237
2545,2015-05-01,13.29,85.24,260,4236
2546,2015-05-02,13.27,85.20,264,379
2547,2015-05-03,13.26,85.17,323,378
2548,2015-05-04,13.24,85.14,323,378
2549,2015-05-05,13.22,85.10,263,378
2550,2015-05-06,13.2,85.06,263,378
2551,2015-05-07,13.18,85.03,323,378
2552,2015-05-08,13.17,85,323,378
2553,2015-05-09,13.15,84.97,325,378
2554,2015-05-10,13.14,84.94,325,378
2555,2015-05-11,13.11,84.88,250,478
2556,2015-05-12,13.11,84.88,250,478
2557,2015-05-13,12.99,84.65,279,1093
2558,2015-05-14,12.75,84.18,305,2935
2559,2015-05-15,12.52,83.70,294,2933
2560,2015-05-16,12.28,83.22,323,2932
2561,2015-05-17,12.05,82.74,365,2931
2562,2015-05-18,11.89,82.40,1172,2930
2563,2015-05-19,11.75,82.12,501,1929
2564,2015-05-20,11.69,82,618,1164
2565,2015-05-21,11.69,82,481,369
2566,2015-05-22,11.71,82.03,650,369
2567,2015-05-23,11.65,81.90,511,1098
2568,2015-05-24,11.34,81.23,453,3924
2569,2015-05-25,11.03,80.55,466,3920
2570,2015-05-26,10.72,79.85,415,3912
2571,2015-05-27,10.41,79.14,445,3906
2572,2015-05-28,10.14,78.49,820,3901
2573,2015-05-29,9.85,72.23,624,3896
2574,2015-05-30,9.6,77.19,922,2898
2575,2015-05-31,9.41,80.55,823,2898
2576,2015-06-01,9.24,76.27,942,2898
2577,2015-06-02,9.25,76.30,652,438
2578,2015-06-03,9.26,76.34,698,438
2579,2015-06-04,9.29,76.40,790,439
2580,2015-06-05,9.33,76.50,872,339
2581,2015-06-06,9.36,76.58,681,239
2582,2015-06-07,9.38,76.63,544,239
2583,2015-06-08,9.39,76.67,499,239
2584,2015-06-09,9.41,76.71,498,239
2585,2015-06-10,9.42,76.74,453,239
2586,2015-06-11,9.43,76.76,407,239
2587,2015-06-12,9.44,76.78,407,239
2588,2015-06-13,9.44,76.80,407,239
2589,2015-06-14,9.46,76.83,453,239
2590,2015-06-15,9.47,76.87,499,239
2591,2015-06-16,9.48,76.89,407,239
2592,2015-06-17,9.5,76.93,499,240
2593,2015-06-18,9.52,76.98,541,240
2594,2015-06-19,9.56,77.10,876,240
2595,2015-06-20,9.63,77.26,1069,240
2596,2015-06-21,9.83,77.75,2625,241
2597,2015-06-22,10.96,80.40,13469,252
2598,2015-06-23,13.17,85,25877,280
2599,2015-06-24,15.35,89,29363,4014
2600,2015-06-25,16.91,91.60,27569,9344
2601,2015-06-26,18.63,94.25,28248,8254
2602,2015-06-27,20.7,97.20,28444,351
2603,2015-06-28,23.81,101.25,36510,361
2604,2015-06-29,26.64,104.60,33287,384
2605,2015-06-30,28.26,106.40,19349,419
2606,2015-07-01,29.0,107.20,9209,438
2607,2015-07-02,29.38,107.60,4972,452
2608,2015-07-03,29.76,108,4982,462
2609,2015-07-04,30.05,108.30,5033,1523
2610,2015-07-05,30.21,108.47,3575,1523
2611,2015-07-06,30.34,108.60,3333,1729
2612,2015-07-07,30.39,108.65,2438,1731
2613,2015-07-08,30.41,108.67,2101,1731
2614,2015-07-09,30.42,108.68,1988,1731
2615,2015-07-10,30.42,108.68,2210,2064
2616,2015-07-11,30.36,108.62,2600,3129
2617,2015-07-12,30.41,108.67,3939,3233
2618,2015-07-13,30.56,108.83,5173,3233
2619,2015-07-14,30.67,108.94,4625,3246
2620,2015-07-15,30.64,108.91,3370,3561
2621,2015-07-16,30.53,108.80,2642,3732
2622,2015-07-17,30.27,108.53,2891,5776
2623,2015-07-18,29.69,107.93,2557,9126
2624,2015-07-19,29.19,107.40,3372,9033
2625,2015-07-20,29.76,108,15735,9035
2626,2015-07-21,30.97,109.25,23443,9214
2627,2015-07-22,31.55,109.83,16266,9460
2628,2015-07-23,31.68,109.96,12174,10543
2629,2015-07-24,31.47,109.75,9713,11992
2630,2015-07-25,31.12,109.40,7177,11065
2631,2015-07-26,30.73,109,5911,10375
2632,2015-07-27,30.34,108.60,5731,10087
2633,2015-07-28,29.9,108.15,5089,10005
2634,2015-07-29,29.47,107.70,5017,9853
2635,2015-08-02,28.23,106.37,1622,4690
2636,2015-08-03,27.91,106.02,1231,4832
2637,2015-08-04,27.55,105.63,888,4823
2638,2015-08-05,27.18,105.21,823,5067
2639,2015-07-30,29.08,107.28,5352,9820
2640,2015-07-31,28.72,106.90,3539,7543
2641,2015-08-01,28.51,106.67,2064,4393
2642,2015-08-06,27.18,105.21,823,5067
2643,2015-08-07,26.99,105,1383,3437
2644,2015-08-08,27.03,105.05,2662,2007
2645,2015-08-09,27.39,105.45,6311,2009
2646,2015-08-10,27.93,106.05,8417,2016
2647,2015-08-11,28.37,106.52,7188,2029
2648,2015-08-12,28.64,106.82,5381,2037
2649,2015-08-13,29.19,107.40,9332,5358
2650,2015-08-14,29.4,107.62,9991,7441
2651,2015-08-15,29.66,107.90,12953,9896
2652,2015-08-16,29.69,107.93,11558,11089
2653,2015-08-17,29.67,107.91,9994,10072
2654,2015-08-18,29.87,108.12,12206,9732
2655,2015-08-19,30.0,108.25,14201,12597
2656,2015-08-20,30.0,108.25,15030,14896
2657,2015-08-21,29.66,107.90,18324,14092
2658,2015-08-22,29.2,107.41,8333,13567
2659,2015-08-23,28.88,107.07,10742,14334
2660,2015-08-24,28.27,106.41,10295,17236
2661,2015-08-25,27.46,105.53,7334,16381
2662,2015-08-26,27.12,105.15,9343,13179
2663,2015-08-27,26.94,104.95,6959,8907
2664,2015-08-28,26.92,104.92,8208,8392
2665,2015-08-29,26.78,104.76,7250,8756
2666,2015-08-30,26.47,104.41,4367,7805
2667,2015-08-31,26.15,104.05,3382,6921
2668,2015-09-01,25.83,103.67,2585,6257
2669,2015-09-02,25.53,103.33,2317,5560
2670,2015-09-03,25.3,103.05,2234,4882
2671,2015-09-04,25.3,103.05,2500,2373
2672,2015-09-05,25.38,103.15,2851,1732
2673,2015-09-06,25.68,103.50,5331,1735
2674,2015-09-07,26.35,104.28,9673,1741
2675,2015-09-08,26.9,104.90,8186,1750
2676,2015-09-09,27.33,105.38,6867,1757
2677,2015-09-10,27.98,106.10,9431,1766
2678,2015-09-11,28.4,106.56,6955,1904
2679,2015-09-12,28.61,106.78,4755,2287
2680,2015-09-13,28.76,106.95,4241,2287
2681,2015-09-14,28.85,107.04,3407,2295
2682,2015-09-15,28.77,106.96,2849,3574
2683,2015-09-16,28.53,106.70,3463,6104
2684,2015-09-17,28.26,106.40,3405,6473
2685,2015-09-18,28.03,106.15,3470,6003
2686,2015-09-19,27.83,105.94,5068,7158
2687,2015-09-20,27.5,105.57,4564,8287
2688,2015-09-21,27.12,105.15,4014,8258
2689,2015-09-22,26.99,105,6802,8232
2690,2015-09-23,26.82,104.81,6419,8220
2691,2015-09-24,26.43,104.37,5403,9747
2692,2015-09-25,25.79,103.63,6808,14016
2693,2015-09-26,25.36,103.12,11072,15999
2694,2015-09-27,25.13,102.85,12627,15111
2695,2015-09-28,25.17,102.90,15042,14434
2696,2015-09-29,25.34,103.10,12980,10896
2697,2015-09-30,25.56,103.36,10343,7638
2698,2015-10-01,26.08,103.97,12700,6525
2699,2015-10-02,26.45,104.39,10510,6087
2700,2015-10-03,26.6,104.56,7219,5329
2701,2015-10-04,26.58,104.54,4381,4423
2702,2015-10-05,26.99,105,9310,4472
2703,2015-10-06,27.44,105.50,8458,3082
2704,2015-10-07,28.18,106.32,9215,418
2705,2015-10-08,28.66,106.84,6160,80358
2706,2015-10-09,28.98,107.18,4298,80729
2707,2015-10-10,29.34,107.56,4785,81142
2708,2015-10-11,29.63,107.87,4152,81501
2709,2015-10-12,30.0,108.25,5374,81965
2710,2015-10-13,30.37,108.63,5417,82433
2711,2015-10-14,30.58,108.85,4559,82827
2712,2015-10-15,30.5,108.77,3467,4187
2713,2015-10-16,30.37,108.63,3795,5187
2714,2015-10-17,30.16,108.42,3006,5185
2715,2015-10-18,29.98,108.23,3223,5177
2716,2015-10-19,29.71,107.95,2224,5174
2717,2015-10-20,29.43,107.65,2055,5165
2718,2015-10-21,29.17,107.38,2381,5163
2719,2015-10-22,28.89,107.08,2044,5154
2720,2015-10-23,28.59,106.76,1876,5146
2721,2015-10-24,28.28,106.43,1784,5140
2722,2015-10-25,27.94,106.06,1348,5132
2723,2015-10-26,27.58,105.66,1305,5323
2724,2015-10-27,27.25,105.29,1625,5317
2725,2015-10-28,26.93,104.93,1743,5313
2726,2015-10-29,26.88,104.88,4305,4652
2727,2015-10-30,26.74,104.72,3560,5025
2728,2015-10-31,26.62,104.58,3596,4858
2729,2015-11-01,26.47,104.41,3286,4853
2730,2015-11-02,26.72,104.70,6862,3558
2731,2015-11-03,27.39,105.45,10491,2617
2732,2015-11-04,28.15,106.28,12069,3210
2733,2015-11-05,29.04,107.24,12000,1542
2734,2015-11-06,29.93,108.18,10942,460
2735,2015-11-07,30.3,108.56,4883,474
2736,2015-11-08,30.58,108.85,3880,481
2737,2015-11-09,30.77,109.04,3274,985
2738,2015-11-10,31.04,109.32,4485,1118
2739,2015-11-11,31.4,109.68,4793,505
2740,2015-11-12,31.8,110.08,5508,738
2741,2015-11-13,32.1,110.37,4392,825
2742,2015-11-14,32.21,110.48,3273,1825
2743,2015-11-15,32.38,110.65,4290,2137
2744,2015-11-16,32.61,110.89,4883,2141
2745,2015-11-17,32.74,111,3880,2196
2746,2015-11-18,32.59,110.86,2616,4114
2747,2015-11-19,32.42,110.69,3397,5248
2748,2015-11-20,32.4,110.67,3669,3752
2749,2015-11-21,32.34,110.61,3197,3752
2750,2015-11-22,32.35,110.62,2832,2562
2751,2015-11-23,32.4,110.67,3083,2349
2752,2015-11-24,32.49,110.76,3560,2349
2753,2015-11-25,32.54,110.81,3089,2350
2754,2015-11-26,32.48,110.75,2294,2850
2755,2015-11-27,32.33,110.60,1985,3601
2756,2015-11-28,32.12,110.39,2026,4348
2757,2015-11-29,31.87,110.15,1661,4336
2758,2015-11-30,31.65,109.93,1912,4333
2759,2015-12-01,31.44,109.72,2043,4321
2760,2015-12-02,31.33,109.61,2603,3720
2761,2015-12-03,31.33,109.61,2587,2439
2762,2015-12-04,31.47,109.75,2416,659
2763,2015-12-05,31.62,109.90,2532,659
2764,2015-12-06,31.72,110,1962,664
2765,2015-12-07,31.8,110.08,1768,675
2766,2015-12-08,31.88,110.16,1768,675
2767,2015-12-09,31.97,110.25,1886,675
2768,2015-12-10,31.87,110.15,1910,2935
2769,2015-12-11,31.64,109.92,1794,4329
2770,2015-12-12,31.36,109.64,1744,4816
2771,2015-12-13,31.1,109.38,1969,4811
2772,2015-12-14,30.82,109.10,1728,4799
2773,2015-12-15,30.58,108.85,2105,4791
2774,2015-12-16,30.31,108.57,1791,4787
2775,2015-12-17,30.06,108.31,1634,4406
2776,2015-12-18,29.8,108.05,1305,4077
2777,2015-12-19,29.64,107.88,1214,2946
2778,2015-12-20,29.52,107.75,1176,2469
2779,2015-12-21,29.28,107.50,1358,3965
2780,2015-12-22,29.03,107.23,1131,3957
2781,2015-12-23,28.81,107,1068,3456
2782,2015-12-24,28.68,106.86,580,1948
2783,2015-12-25,28.57,106.74,791,1945
2784,2015-12-26,28.47,106.63,898,1945
2785,2015-12-27,28.36,106.51,790,1944
2786,2015-12-28,28.27,106.41,996,1937
2787,2015-12-29,28.21,106.35,1421,1934
2788,2015-12-30,28.12,106.25,1250,2191
2789,2015-12-31,28.01,106.13,1036,2191
2790,2014-07-09,11.66,81.92,301,351
2791,2014-07-10,11.74,82.10,302,352
2792,2014-07-11,11.85,82.32,303,353
2793,2014-07-12,11.93,82.50,305,355
2794,2014-07-13,12.1,82.85,306,356
2795,2014-07-14,12.59,83.85,310,360
2796,2014-07-15,14.04,86.65,1453,1503
2797,2014-07-16,15.58,89.40,24579,6602
2798,2014-07-17,16.73,91.30,25747,12423
2799,2014-07-18,18.2,93.60,27506,10381
2800,2014-07-19,19.76,95.90,29190,10964
2801,2014-07-20,21.02,97.65,26211,11525
2802,2014-07-21,22.61,99.75,24649,6138
2803,2014-07-22,24.75,102.40,26167,1340
2804,2014-07-23,27.17,105.20,33132,200
2805,2014-07-24,29.19,107.40,30129,200
2806,2014-07-25,31.52,109.80,34956,200
2807,2014-07-26,33.31,111.55,32359,200
2808,2014-07-27,34.42,112.60,25656,200
2809,2014-07-28,34.85,113,17941,200
2810,2014-07-29,35.55,113.65,18797,200
2811,2014-07-30,35.94,114,12548,7974
2812,2014-07-31,36.33,114.35,12730,8049
2813,2014-08-01,36.72,114.70,13977,9297
2814,2014-08-02,38.49,116.25,30191,9517
2815,2014-08-03,40.87,118.25,44163,16423
2816,2014-08-04,42.1,119.25,34617,20181
2817,2014-08-05,44.98,121.50,46964,13514
2818,2014-08-06,48.34,124,47057,7986
2819,2014-08-07,49.45,124.80,43058,29930
2820,2014-08-08,49.24,124.65,58945,61157
2821,2014-08-09,47.86,123.65,48881,64709
2822,2014-08-10,47.65,123.50,29045,31213
2823,2014-08-11,48.4,124.05,16115,7196
2824,2014-08-12,49.17,124.60,15166,6075
2825,2014-08-13,49.45,124.80,11355,7917
2826,2014-08-14,49.45,124.80,12269,12062
2827,2014-08-15,49.45,124.80,17335,17127
2828,2014-08-16,49.45,124.80,11909,11701
2829,2014-08-17,49.33,124.71,7382,8628
2830,2014-08-18,49.17,124.60,4606,6175
2831,2014-08-19,49.21,124.63,6868,6175
2832,2014-08-20,49.17,124.60,5882,6175
2833,2014-08-21,49.03,124.50,4751,6175
2834,2014-08-22,48.8,124.33,3621,6175
2835,2014-08-23,48.49,124.11,2813,6175
2836,2014-08-24,48.25,123.94,3662,6161
2837,2014-08-25,48.1,123.83,4569,6119
2838,2014-08-26,47.83,123.63,3146,6119
2839,2014-08-27,47.52,123.40,2659,6107
2840,2014-08-28,47.15,123.13,1989,6069
2841,2014-08-29,46.77,122.85,1906,6057
2842,2014-08-30,46.43,122.60,2332,6018
2843,2014-08-31,46.19,122.42,3405,6007
2844,2014-09-01,46.34,122.53,7857,5985
2845,2014-09-02,47.43,123.34,18885,6031
2846,2014-09-03,48.89,124.40,23227,6121
2847,2014-09-04,49.45,124.80,19283,12615
2848,2014-09-05,49.45,124.80,17435,17227
2849,2014-09-06,49.45,124.80,17435,17227
2850,2014-09-07,49.45,124.80,15133,14925
2851,2014-09-08,49.45,124.80,10067,9859
2852,2014-09-09,49.45,124.80,12830,12622
2853,2014-09-10,49.45,124.80,15593,15385
2854,2014-09-11,49.45,124.80,12830,12622
2855,2014-09-12,49.45,124.80,7304,7096
2856,2014-09-13,49.45,124.80,6383,6175
2857,2014-09-14,49.45,124.80,6383,6175
2858,2014-09-15,49.45,124.80,6383,6175
2859,2014-09-16,49.45,124.80,6383,6175
2860,2014-09-17,49.42,124.78,6060,6175
2861,2014-09-18,49.34,124.72,5414,6175
2862,2014-09-19,49.2,124.62,4768,6175
2863,2014-09-20,49.03,124.50,4445,6175
2864,2014-09-21,48.87,124.38,4445,6175
2865,2014-09-22,48.66,124.23,3960,6175
2866,2014-09-23,48.47,124.10,4283,6175
2867,2014-09-24,48.54,124.15,7116,6100
2868,2014-09-25,49.45,124.80,15735,5027
2869,2014-09-26,49.45,124.80,14358,14151
2870,2014-09-27,49.45,124.80,19807,19600
2871,2014-09-28,49.45,124.80,14139,13930
2872,2014-09-29,49.45,124.80,8076,7867
2873,2014-09-30,49.45,124.80,6810,6601
2874,2014-10-01,49.45,124.80,11415,11206
2875,2014-10-02,49.45,124.80,10657,10400
2876,2014-10-03,49.45,124.80,6283,6025
2877,2014-10-04,49.45,124.80,6283,6025
2878,2014-10-05,49.45,124.80,6283,6025
2879,2014-10-06,49.33,124.71,226,6100
2880,2014-10-07,49.31,124.69,225,6000
2881,2014-10-08,49.4,124.76,7723,6175
2882,2014-10-09,49.45,124.80,5212,4309
2883,2014-10-10,49.45,124.80,7628,7371
2884,2014-10-11,49.45,124.80,11732,11476
2885,2014-10-12,49.45,124.80,12653,12397
2886,2014-10-13,49.45,124.80,12653,12397
2887,2014-10-14,49.45,124.80,8048,7792
2888,2014-10-15,49.45,124.80,5285,5029
2889,2014-10-16,49.38,124.75,4478,5029
2890,2014-10-17,49.26,124.66,1990,3187
2891,2014-10-18,49.13,124.57,3579,4777
2892,2014-10-19,49.06,124.52,4225,4777
2893,2014-10-20,49.05,124.51,4571,4477
2894,2014-10-21,49.05,124.51,4433,4177
2895,2014-10-22,49.02,124.49,4109,4177
2896,2014-10-23,49.01,124.48,4271,4177
2897,2014-10-24,48.88,124.39,2979,4177
2898,2014-10-25,48.8,124.33,3463,4177
2899,2014-10-26,48.89,124.40,5314,3679
2900,2014-10-27,49.07,124.53,6284,4177
2901,2014-10-28,49.35,124.73,7663,4177
2902,2014-10-29,49.45,124.80,5152,3773
2903,2014-10-30,49.45,124.80,4275,4019
2904,2014-10-31,49.45,124.80,4275,4019
2905,2014-11-01,49.45,124.80,3354,3098
2906,2014-11-02,49.45,124.80,2385,2177
2907,2014-11-03,49.45,124.80,2385,2177
2908,2014-11-04,49.45,124.80,2385,2177
2909,2014-11-05,49.45,124.80,2385,2177
2910,2014-11-06,49.41,124.77,2276,2552
2911,2014-11-07,49.31,124.70,2006,2927
2912,2014-11-08,49.2,124.62,1845,2927
2913,2014-11-09,49.07,124.53,1603,2927
2914,2014-11-10,48.94,124.43,1522,2927
2915,2014-11-11,48.8,124.33,1672,3027
2916,2014-11-12,48.49,124.11,1683,5027
2917,2014-11-13,48.2,123.90,1897,5013
2918,2014-11-14,47.91,123.69,1854,4971
2919,2014-11-15,47.62,123.48,1842,4959
2920,2014-11-16,47.35,123.28,1963,4921
2921,2014-11-17,47.06,123.07,1804,4921
2922,2014-11-18,46.78,122.86,1811,4884
2923,2014-11-19,46.5,122.65,1820,4870
2924,2014-11-20,46.23,122.45,1964,4859
2925,2014-11-21,45.95,122.24,1775,4825
2926,2014-11-22,45.66,122.02,1620,4825
2927,2014-11-23,45.38,121.81,1803,4795
2928,2014-11-24,45.11,121.60,1798,4776
2929,2014-11-25,44.83,121.39,1788,4774
2930,2014-11-26,44.56,121.18,1758,4744
2931,2014-11-27,44.28,120.97,1757,4734
2932,2014-11-28,44.03,120.77,1681,4455
2933,2014-11-29,43.77,120.57,1681,4455
2934,2014-11-30,43.52,120.37,1654,4455
2935,2014-12-01,43.26,120.17,1631,4419
2936,2014-12-02,43.26,120.17,1631,4419
2937,2014-12-03,42.75,119.77,1674,4384
2938,2014-12-04,42.44,119.52,1694,5130
2939,2014-12-05,42.14,119.28,1816,5108
2940,2014-12-06,41.87,119.06,2099,5100
2941,2014-12-07,41.58,118.83,1984,5078
2942,2014-12-08,41.3,118.60,1994,5070
2943,2014-12-09,41.03,118.38,2117,5051
2944,2014-12-10,41.03,118.38,2117,5051
2945,2014-12-11,40.76,118.16,4789,4747
2946,2014-12-12,40.91,118.28,6334,4449
2947,2014-12-13,41.01,118.36,5767,4449
2948,2014-12-14,41.12,118.45,5909,4449
2949,2014-12-15,41.21,118.53,5774,4456
2950,2014-12-16,41.3,118.60,5650,4474
2951,2014-12-17,41.35,118.64,5225,4474
2952,2014-12-18,41.39,118.67,5083,4474
2953,2014-12-19,41.31,118.61,3808,4474
2954,2014-12-20,41.22,118.53,3510,4474
2955,2014-12-21,41.09,118.43,3596,4846
2956,2014-12-22,40.99,118.35,3873,4839
2957,2014-12-23,40.87,118.25,3590,4839
2958,2014-12-24,40.77,118.17,3624,4589
2959,2014-12-25,40.66,118.08,3482,4589
2960,2014-12-26,40.57,118,3334,4289
2961,2014-12-27,40.52,117.96,3877,4267
2962,2014-12-28,40.42,117.88,3315,4259
2963,2014-12-29,40.29,117.77,2899,4259
2964,2014-12-30,40.09,117.60,2472,4664
2965,2014-12-31,40.09,117.60,2472,4664
2966,2013-01-22,11.49,81.55,411,348
2967,2013-01-23,11.48,81.54,358,348
2968,2013-01-24,11.48,81.53,358,348
2969,2013-01-25,11.48,81.53,411,348
2970,2013-01-26,11.47,81.51,304,348
2971,2013-01-27,11.46,81.50,358,348
2972,2013-01-28,11.46,81.49,358,348
2973,2013-01-29,11.45,81.47,304,348
2974,2013-01-30,11.45,81.46,358,348
2975,2013-01-31,11.44,81.45,358,348
2976,2013-02-01,11.43,81.43,304,348
2977,2013-02-02,12.14,82.93,1145,357
2978,2013-02-03,11.42,81.41,353,348
2979,2013-02-04,11.41,81.39,305,348
2980,2020-01-01,45.16,121.64,1388,1208
2981,2020-01-02,45.16,121.64,1404,1208
2982,2020-01-03,45.13,121.62,1101,1208
2983,2020-01-04,45.08,121.58,798,1208
2984,2020-01-05,45.03,121.54,798,1208
2985,2020-01-06,44.96,121.49,636,1198
2986,2020-01-07,44.9,121.44,606,1168
2987,2020-01-08,44.82,121.38,454,1167
2988,2020-01-09,44.74,121.32,454,1167
2989,2020-01-10,44.66,121.26,454,1167
2990,2020-01-11,44.6,121.21,605,1167
2991,2020-01-12,44.53,121.16,605,1167
2992,2020-01-13,44.45,121.10,454,1167
2993,2020-01-14,44.29,120.97,372,2137
2994,2020-01-15,43.9,120.67,285,4538
2995,2020-01-16,43.52,120.37,274,4527
2996,2020-01-17,43.14,120.08,430,4550
2997,2020-01-18,42.78,119.79,418,4473
2998,2020-01-19,42.43,119.51,328,4213
2999,2020-01-20,42.1,119.25,344,3940
3000,2020-01-21,41.79,119,332,3781
3001,2020-01-22,41.51,118.77,617,3708
3002,2020-01-23,41.24,118.55,750,3700
3003,2020-01-24,40.95,118.31,648,3881
3004,2020-01-25,40.65,118.07,641,3874
3005,2020-01-26,40.35,117.82,531,3851
3006,2020-01-27,40.06,117.58,682,3843
3007,2020-01-28,39.78,117.34,554,3715
3008,2020-01-29,39.5,117.11,686,3708
3009,2020-01-30,39.22,116.87,567,3690
3010,2020-01-31,38.92,116.62,456,3682
3011,2020-02-01,38.64,116.38,585,3676
3012,2020-02-02,38.48,116.24,524,2259
3013,2020-02-03,38.43,116.20,476,857
3014,2020-02-04,38.39,116.16,476,857
3015,2020-02-05,38.35,116.13,612,857
3016,2020-02-06,38.32,116.10,612,857
3017,2020-02-07,38.27,116.06,476,857
3018,2020-02-08,38.22,116.02,476,857
3019,2020-02-09,38.18,115.98,472,847
3020,2020-02-10,38.14,115.95,597,836
3021,2020-02-11,38.11,115.92,597,836
3022,2020-02-12,38.06,115.88,464,836
3023,2020-02-13,38.02,115.84,464,836
3024,2020-02-14,37.76,115.62,434,3188
3025,2020-02-15,37.49,115.38,610,3628
3026,2020-02-16,37.21,115.14,599,3617
3027,2020-02-17,36.94,114.90,616,3607
3028,2020-02-18,36.67,114.66,460,3410
3029,2020-02-19,36.41,114.42,450,3400
3030,2020-02-20,36.14,114.18,439,3389
3031,2020-02-21,35.87,113.94,447,3379
3032,2020-02-22,35.61,113.70,486,3368
3033,2020-02-23,35.34,113.45,352,3360
3034,2020-02-24,35.05,113.19,217,3352
3035,2020-02-25,34.77,112.93,227,3342
3036,2020-02-26,34.39,112.57,314,4610
3037,2020-02-27,33.89,112.10,217,5871
3038,2020-02-28,33.38,111.62,166,5838
3039,2020-02-29,33.07,111.32,248,3721
3040,2020-03-01,32.79,111.05,172,3283
3041,2020-03-02,32.72,110.98,631,1326
3042,2020-03-03,32.74,111,912,524
3043,2020-03-04,32.74,111,684,531
3044,2020-03-05,32.7,110.96,205,524
3045,2020-03-06,32.65,110.91,80,516
3046,2020-03-07,32.59,110.86,80,516
3047,2020-03-08,32.54,110.81,80,516
3048,2020-03-09,32.48,110.75,162,716
3049,2020-03-10,32.42,110.69,161,715
3050,2020-03-11,32.36,110.63,161,715
3051,2020-03-12,32.3,110.57,161,715
3052,2020-03-13,32.25,110.52,279,715
